"","X","list_ID","common_name","scientific_name","date","time","count","duration","location","latitude","longitude","count_tot","month","year"
"199",379,"S29265867","Mallard","Anas platyrhynchos","2016-04-27","08:00 AM",2,45,"US-MO",38.6389068,-90.2853806,87,4,2016
"200",380,"S29505290","Mallard","Anas platyrhynchos","2016-05-08","01:30 PM",4,90,"US-MO",38.6383932,-90.267979,43,5,2016
"201",381,"S31926545","Mallard","Anas platyrhynchos","2016-10-06","12:00 PM",2,60,"US-MO",38.6389068,-90.2853806,82,10,2016
"202",382,"S32025863","Mallard","Anas platyrhynchos","2016-10-13","01:15 PM",4,60,"US-MO",38.6389068,-90.2853806,32,10,2016
"203",383,"S33616660","Mallard","Anas platyrhynchos","2017-01-12","07:00 AM",12,90,"US-MO",38.6389068,-90.2853806,272,1,2017
"204",384,"S33780633","Mallard","Anas platyrhynchos","2017-01-19","07:01 AM",8,56,"US-MO",38.6389068,-90.2853806,240,1,2017
"205",385,"S33809874","Mallard","Anas platyrhynchos","2017-01-20","04:26 PM",12,59,"US-MO",38.6389068,-90.2853806,188,1,2017
"206",386,"S35533959","Mallard","Anas platyrhynchos","2017-03-30","07:05 AM",15,100,"US-MO",38.6389068,-90.2853806,283,3,2017
"207",387,"S35698031","Mallard","Anas platyrhynchos","2017-04-04","07:00 AM",10,127,"US-MO",38.6389068,-90.2853806,369,4,2017
"208",388,"S35861224","Mallard","Anas platyrhynchos","2017-04-10","06:06 PM",2,68,"US-MO",38.6389068,-90.2853806,28,4,2017
"209",389,"S35918417","Mallard","Anas platyrhynchos","2017-04-13","06:59 AM",5,109,"US-MO",38.6389068,-90.2853806,247,4,2017
"210",390,"S35959752","Mallard","Anas platyrhynchos","2017-04-14","05:47 PM",1,88,"US-MO",38.6389068,-90.2853806,53,4,2017
"211",391,"S36118134","Mallard","Anas platyrhynchos","2017-04-20","07:00 AM",5,98,"US-MO",38.6389068,-90.2853806,237,4,2017
"212",392,"S36198905","Mallard","Anas platyrhynchos","2017-04-23","08:13 AM",4,173,"US-MO",38.6389068,-90.2853806,137,4,2017
"213",393,"S36305628","Mallard","Anas platyrhynchos","2017-04-27","06:56 AM",4,121,"US-MO",38.6389068,-90.2853806,260,4,2017
"214",394,"S36497526","Mallard","Anas platyrhynchos","2017-05-02","06:56 PM",1,58,"US-MO",38.6389068,-90.2853806,40,5,2017
"215",395,"S36840525","Mallard","Anas platyrhynchos","2017-05-13","06:00 PM",3,45,"US-MO",38.6389068,-90.2853806,114,5,2017
"216",396,"S36956314","Mallard","Anas platyrhynchos","2017-05-18","07:04 AM",10,126,"US-MO",38.6389068,-90.2853806,140,5,2017
"217",397,"S37374545","Mallard","Anas platyrhynchos","2017-06-04","07:53 AM",2,118,"US-MO",38.6389068,-90.2853806,108,6,2017
"218",398,"S38541052","Mallard","Anas platyrhynchos","2017-08-08","07:05 AM",45,85,"US-MO",38.6389068,-90.2853806,281,8,2017
"219",399,"S42135357","Mallard","Anas platyrhynchos","2018-01-21","01:37 PM",21,127,"US-MO",38.6389068,-90.2853806,275,1,2018
"220",400,"S42619189","Mallard","Anas platyrhynchos","2018-02-09","12:43 PM",6,25,"US-MO",38.6389068,-90.2853806,22,2,2018
"221",401,"S44103398","Mallard","Anas platyrhynchos","2018-03-30","07:12 PM",15,32,"US-MO",38.6389068,-90.2853806,104,3,2018
"222",402,"S45158368","Mallard","Anas platyrhynchos","2018-05-01","06:23 PM",4,86,"US-MO",38.6389068,-90.2853806,67,5,2018
"223",403,"S49551085","Mallard","Anas platyrhynchos","2018-10-25","01:30 PM",6,70,"US-MO",38.6389068,-90.2853806,63,10,2018
"224",404,"S89689436","Mallard","Anas platyrhynchos","2021-06-05","05:55 PM",2,85,"US-MO",38.6383932,-90.267979,56,6,2021
"225",405,"S89715685","Mallard","Anas platyrhynchos","2021-06-06","08:01 AM",2,74,"US-MO",38.6389068,-90.2853806,57,6,2021
"226",406,"S17251602","Mallard","Anas platyrhynchos","2014-03-01","12:30 PM",2,60,"US-MO",38.63304,-90.29158,58,3,2014
"227",407,"S36599002","Mallard","Anas platyrhynchos","2017-05-06","04:10 PM",2,42,"US-MO",38.6259678,-90.1853703,39,5,2017
"228",408,"S13421647","Mallard","Anas platyrhynchos","2013-03-16","02:00 PM",4,0,"US-MO",38.6129807,-90.2593803,106,3,2013
"229",409,"S17575595","Mallard","Anas platyrhynchos","2014-03-23","03:30 PM",2,90,"US-MO",38.6129807,-90.2593803,123,3,2014
"230",410,"S18317547","Mallard","Anas platyrhynchos","2014-05-10","07:30 AM",2,240,"US-MO",38.6129807,-90.2593803,130,5,2014
"231",411,"S21011399","Mallard","Anas platyrhynchos","2014-12-24","12:00 PM",2,120,"US-MO",38.6129807,-90.2593803,48,12,2014
"232",412,"S22239405","Mallard","Anas platyrhynchos","2015-03-08","11:45 AM",12,120,"US-MO",38.6129807,-90.2593803,75,3,2015
"233",413,"S22828782","Mallard","Anas platyrhynchos","2015-04-12","11:00 AM",6,150,"US-MO",38.6129807,-90.2593803,112,4,2015
"234",414,"S23326412","Mallard","Anas platyrhynchos","2015-05-09","07:00 AM",5,180,"US-MO",38.6129807,-90.2593803,134,5,2015
"235",415,"S28837436","Mallard","Anas platyrhynchos","2016-04-09","09:15 AM",4,120,"US-MO",38.6129807,-90.2593803,60,4,2016
"236",416,"S37507879","Mallard","Anas platyrhynchos","2017-06-10","08:50 AM",2,90,"US-MO",38.6129807,-90.2593803,56,6,2017
"237",417,"S41266689","Mallard","Anas platyrhynchos","2017-12-23","08:41 AM",21,80,"US-MO",38.6129807,-90.2593803,58,12,2017
"238",418,"S43760440","Mallard","Anas platyrhynchos","2018-03-18","03:54 PM",2,71,"US-MO",38.6129807,-90.2593803,74,3,2018
"239",419,"S44377158","Mallard","Anas platyrhynchos","2018-04-08","04:11 PM",4,62,"US-MO",38.6129807,-90.2593803,53,4,2018
"240",420,"S45362421","Mallard","Anas platyrhynchos","2018-05-06","09:35 AM",3,134,"US-MO",38.6129807,-90.2593803,86,5,2018
"241",421,"S38628943","Mallard","Anas platyrhynchos","2017-08-13","03:48 PM",24,55,"US-MO",38.5605873,-90.2872912,164,8,2017
"242",422,"S17873207","Mallard","Anas platyrhynchos","2014-04-13","10:45 AM",2,150,"US-MO",38.6066358,-90.2582139,198,4,2014
"243",423,"S19661218","Mallard","Anas platyrhynchos","2014-09-01","09:00 AM",15,120,"US-MO",38.6066358,-90.2582139,43,9,2014
"244",424,"S21127561","Mallard","Anas platyrhynchos","2015-01-01","02:30 PM",3,90,"US-MO",38.6066358,-90.2582139,151,1,2015
"245",425,"S23175611","Mallard","Anas platyrhynchos","2015-05-02","06:50 AM",1,105,"US-MO",38.6066358,-90.2582139,103,5,2015
"246",426,"S36184977","Mallard","Anas platyrhynchos","2017-04-22","06:16 PM",2,88,"US-MO",38.6066358,-90.2582139,64,4,2017
"247",427,"S37165903","Mallard","Anas platyrhynchos","2017-05-26","06:09 PM",3,69,"US-MO",38.6066358,-90.2582139,79,5,2017
"248",428,"S21381789","Mallard","Anas platyrhynchos","2015-01-17","11:30 AM",200,90,"US-MO",38.5708329,-90.3004558,253,1,2015
"249",429,"S65566629","Mallard","Anas platyrhynchos","2020-03-08","10:28 AM",2,24,"US-OK",36.152075,-95.9778614,35,3,2020
"250",430,"S65902721","Mallard","Anas platyrhynchos","2020-03-17","11:41 AM",2,55,"US-OK",36.1043584,-95.9828367,86,3,2020
"251",431,"S66184821","Mallard","Anas platyrhynchos","2020-03-24","06:09 PM",2,58,"US-OK",36.1431952,-95.9334761,3154,3,2020
"252",432,"S84766529","Mallard","Anas platyrhynchos","2021-04-04","11:17 AM",1,32,"US-OK",36.1433479,-95.9096313,37,4,2021
"253",433,"S68152310","Mallard","Anas platyrhynchos","2020-04-30","07:12 PM",2,13,"US-OK",36.1514978,-95.9796871,33,4,2020
"254",434,"S68100906","Mallard","Anas platyrhynchos","2020-04-30","09:33 AM",1,39,"US-OK",36.1501278,-95.8943009,59,4,2020
"255",435,"S68187140","Mallard","Anas platyrhynchos","2020-05-01","10:02 AM",2,47,"US-OK",36.1501278,-95.8943009,33,5,2020
"256",436,"S88201182","Mallard","Anas platyrhynchos","2021-05-15","01:20 PM",5,72,"US-OK",36.2222811,-95.9239566,33,5,2021
"257",437,"S64885073","Mallard","Anas platyrhynchos","2020-02-20","03:59 PM",50,93,"US-OK",36.116064,-95.98525,200,2,2020
"258",438,"S99973704","Mallard","Anas platyrhynchos","2022-01-02","04:08 PM",20,25,"US-OK",36.215678,-95.933325,582,1,2022
"259",439,"S51186467","Mallard","Anas platyrhynchos","2019-01-01","03:57 PM",2,75,"US-OK",36.1189623,-95.9855793,79,1,2019
"260",440,"S65697899","Mallard","Anas platyrhynchos","2020-03-11","06:58 PM",1,47,"US-OK",36.1166302,-95.9907184,281,3,2020
"261",441,"S66376442","Mallard","Anas platyrhynchos","2020-03-29","01:51 PM",2,30,"US-OK",36.1431728,-96.2771857,59,3,2020
"262",442,"S64885077","Mallard","Anas platyrhynchos","2020-02-22","02:52 PM",100,56,"US-OK",35.813121,-95.405804,658,2,2020
"263",443,"S64885104","Mallard","Anas platyrhynchos","2020-02-22","09:33 AM",3,45,"US-OK",35.872406,-95.401213,153,2,2020
"264",444,"S82037948","Mallard","Anas platyrhynchos","2021-02-20","05:15 PM",250,4,"US-OK",35.9664503,-95.4937384,696,2,2021
"265",1157,"S18486321","Ring-billed Gull","Larus delawarensis","2014-05-17","08:30 AM",1,90,"US-VT",43.7615212,-73.3468035,58,5,2014
"266",1158,"S19761996","Ring-billed Gull","Larus delawarensis","2014-08-04","11:00 AM",2,0,"US-VT",43.7615212,-73.3468035,17,8,2014
"267",1159,"S22598375","Ring-billed Gull","Larus delawarensis","2015-03-30","04:30 PM",1,30,"US-VT",43.7829965,-73.3154315,81,3,2015
"268",1160,"S22635608","Ring-billed Gull","Larus delawarensis","2015-04-01","04:30 PM",2,20,"US-VT",43.7829965,-73.3154315,16,4,2015
"269",1161,"S18503364","Ring-billed Gull","Larus delawarensis","2014-05-20","03:00 PM",1,180,"US-VT",43.8264,-73.3808,66,5,2014
"270",1162,"S99654122","Ring-billed Gull","Larus delawarensis","2021-12-28","09:19 AM",1,115,"US-FL",27.8035911,-80.426723,90,12,2021
"271",1163,"S99552051","Ring-billed Gull","Larus delawarensis","2021-12-27","07:00 AM",3,30,"US-FL",27.6335428,-80.3520145,17,12,2021
"272",1164,"S100948655","Ring-billed Gull","Larus delawarensis","2022-01-17","11:31 AM",1,223,"US-OK",35.6222331,-95.1711273,69,1,2022
"273",1165,"S79442972","Ring-billed Gull","Larus delawarensis","2021-01-17","02:25 PM",5,48,"US-AR",35.38898,-94.4297111,58,1,2021
"274",1166,"S40746090","Ring-billed Gull","Larus delawarensis","2017-11-26","10:04 AM",4,18,"US-MO",38.8742116,-90.1772886,24,11,2017
"275",1167,"S40745512","Ring-billed Gull","Larus delawarensis","2017-11-26","09:30 AM",2,28,"US-MO",38.8809946,-90.1894283,5,11,2017
"276",1168,"S40744474","Ring-billed Gull","Larus delawarensis","2017-11-26","08:49 AM",46,24,"US-MO",38.8719313,-90.1843917,223,11,2017
"277",1169,"S40748758","Ring-billed Gull","Larus delawarensis","2017-11-26","10:28 AM",68,20,"US-MO",38.8719313,-90.1843917,369,11,2017
"278",1170,"S21519811","Ring-billed Gull","Larus delawarensis","2015-01-24","12:30 PM",10,60,"US-MO",38.5240964,-90.2668691,37,1,2015
"279",1171,"S22219420","Ring-billed Gull","Larus delawarensis","2015-03-07","11:40 AM",3,30,"US-MO",38.762,-90.179,17,3,2015
"280",1172,"S17345055","Ring-billed Gull","Larus delawarensis","2014-03-07","08:20 AM",1,55,"US-MO",38.6389068,-90.2853806,276,3,2014
"281",1173,"S17377851","Ring-billed Gull","Larus delawarensis","2014-03-09","03:45 PM",1,80,"US-MO",38.6389068,-90.2853806,118,3,2014
"282",1174,"S17410868","Ring-billed Gull","Larus delawarensis","2014-03-12","08:20 AM",1,45,"US-MO",38.6389068,-90.2853806,257,3,2014
"283",1175,"S20808342","Ring-billed Gull","Larus delawarensis","2014-12-06","10:00 AM",5,60,"US-MO",38.6389068,-90.2853806,34,12,2014
"284",1176,"S20974801","Ring-billed Gull","Larus delawarensis","2014-12-21","09:15 AM",8,165,"US-MO",38.6389068,-90.2853806,157,12,2014
"285",1177,"S20987277","Ring-billed Gull","Larus delawarensis","2014-12-22","09:30 AM",5,60,"US-MO",38.6389068,-90.2853806,177,12,2014
"286",1178,"S20997656","Ring-billed Gull","Larus delawarensis","2014-12-23","08:30 AM",2,30,"US-MO",38.6389068,-90.2853806,74,12,2014
"287",1179,"S21095947","Ring-billed Gull","Larus delawarensis","2014-12-31","08:00 AM",2,120,"US-MO",38.6389068,-90.2853806,322,12,2014
"288",1180,"S21145290","Ring-billed Gull","Larus delawarensis","2015-01-02","09:00 AM",2,5,"US-MO",38.6389068,-90.2853806,119,1,2015
"289",1181,"S21499852","Ring-billed Gull","Larus delawarensis","2015-01-22","10:30 AM",1,30,"US-MO",38.6389068,-90.2853806,85,1,2015
"290",1182,"S21606294","Ring-billed Gull","Larus delawarensis","2015-01-30","04:45 PM",1,45,"US-MO",38.6389068,-90.2853806,17,1,2015
"291",1183,"S16772002","Ring-billed Gull","Larus delawarensis","2014-02-02","03:30 PM",6,25,"US-MO",38.5592405,-90.2424502,29,2,2014
"292",1184,"S21381789","Ring-billed Gull","Larus delawarensis","2015-01-17","11:30 AM",1,90,"US-MO",38.5708329,-90.3004558,253,1,2015
"293",1185,"S65902721","Ring-billed Gull","Larus delawarensis","2020-03-17","11:41 AM",3,55,"US-OK",36.1043584,-95.9828367,86,3,2020
"294",1186,"S66369682","Ring-billed Gull","Larus delawarensis","2020-03-29","09:31 AM",12,189,"US-OK",36.1497985,-96.2401081,219,3,2020
"295",1187,"S64885073","Ring-billed Gull","Larus delawarensis","2020-02-20","03:59 PM",6,93,"US-OK",36.116064,-95.98525,200,2,2020
"296",1188,"S106694384","Ring-billed Gull","Larus delawarensis","2022-04-10","09:00 AM",8,44,"US-OK",36.1499519,-96.2529969,79,4,2022
"297",1189,"S74645100","Ring-billed Gull","Larus delawarensis","2020-10-10","11:36 AM",42,7,"US-OK",36.215678,-95.933325,219,10,2020
"298",1190,"S99973704","Ring-billed Gull","Larus delawarensis","2022-01-02","04:08 PM",400,25,"US-OK",36.215678,-95.933325,582,1,2022
"299",1191,"S54964350","Ring-billed Gull","Larus delawarensis","2019-04-14","05:06 PM",7,99,"US-OK",36.2235555,-95.9005058,62,4,2019
"300",1192,"S51186467","Ring-billed Gull","Larus delawarensis","2019-01-01","03:57 PM",5,75,"US-OK",36.1189623,-95.9855793,79,1,2019
"301",1193,"S76720355","Ring-billed Gull","Larus delawarensis","2020-11-26","12:40 PM",1,61,"US-OK",36.1043853,-95.9839742,112,11,2020
"302",1194,"S101303345","Ring-billed Gull","Larus delawarensis","2022-01-23","01:31 PM",26,91,"US-OK",36.1043853,-95.9839742,113,1,2022
"303",1195,"S66376442","Ring-billed Gull","Larus delawarensis","2020-03-29","01:51 PM",15,30,"US-OK",36.1431728,-96.2771857,59,3,2020
"304",1196,"S64885077","Ring-billed Gull","Larus delawarensis","2020-02-22","02:52 PM",7,56,"US-OK",35.813121,-95.405804,658,2,2020
"305",1197,"S64885104","Ring-billed Gull","Larus delawarensis","2020-02-22","09:33 AM",9,45,"US-OK",35.872406,-95.401213,153,2,2020
"306",1198,"S64885094","Ring-billed Gull","Larus delawarensis","2020-02-22","11:10 AM",120,8,"US-OK",35.9384235,-95.2776295,707,2,2020
"307",1199,"S64885098","Ring-billed Gull","Larus delawarensis","2020-02-22","10:39 AM",30,24,"US-OK",35.9322711,-95.2811987,89,2,2020
"308",1200,"S64885085","Ring-billed Gull","Larus delawarensis","2020-02-22","11:32 AM",50,113,"US-OK",35.9322711,-95.2811987,331,2,2020
"309",3930,"S36840519","European Starling","Sturnus vulgaris","2017-05-13","03:40 PM",10,20,"US-MO",38.8861469,-92.25842,64,5,2017
"310",3931,"S111728537","European Starling","Sturnus vulgaris","2022-05-30","08:08 AM",1,302,"US-OK",36.850766,-102.8821564,100,5,2022
"311",3932,"S44577908","European Starling","Sturnus vulgaris","2018-04-14","03:50 PM",2,208,"US-MO",38.482151,-90.8242569,222,4,2018
"312",3933,"S99506848","European Starling","Sturnus vulgaris","2021-12-27","08:45 AM",7,57,"US-FL",27.5608626,-80.3282547,75,12,2021
"313",3934,"S99445679","European Starling","Sturnus vulgaris","2021-12-26","09:14 AM",1,55,"US-FL",26.6612389,-82.1529253,40,12,2021
"314",3935,"S89739368","European Starling","Sturnus vulgaris","2021-06-06","11:44 AM",1,166,"US-IL",38.7746894,-89.694683,30,6,2021
"315",3936,"S99175554","European Starling","Sturnus vulgaris","2021-12-20","10:39 AM",35,43,"US-FL",25.5357141,-80.4509452,121,12,2021
"316",3937,"S54425143","European Starling","Sturnus vulgaris","2019-03-31","01:38 PM",1,120,"US-OK",36.2179826,-95.7992634,71,3,2019
"317",3938,"S41909811","European Starling","Sturnus vulgaris","2018-01-14","02:01 PM",40,100,"US-MO",38.70534,-90.74048,227,1,2018
"318",3939,"S56366335","European Starling","Sturnus vulgaris","2019-05-16","03:09 PM",3,80,"US-MO",38.70534,-90.74048,46,5,2019
"319",3940,"S36840471","European Starling","Sturnus vulgaris","2017-05-13","07:00 AM",1,60,"US-MO",38.6360813,-90.7679701,79,5,2017
"320",3941,"S41155853","European Starling","Sturnus vulgaris","2017-12-17","12:40 PM",10,106,"US-MO",38.6228053,-90.344224,108,12,2017
"321",3942,"S43354053","European Starling","Sturnus vulgaris","2018-03-03","05:34 PM",8,42,"US-MO",38.6228053,-90.344224,72,3,2018
"322",3943,"S33985177","European Starling","Sturnus vulgaris","2017-01-28","10:00 AM",12,35,"US-MO",38.5786266,-90.3233192,53,1,2017
"323",3944,"S45195604","European Starling","Sturnus vulgaris","2018-05-02","07:16 PM",2,28,"US-MO",38.6219912,-90.275188,28,5,2018
"324",3945,"S18386525","European Starling","Sturnus vulgaris","2014-05-14","10:45 AM",3,15,"US-MO",38.637439,-90.2565372,20,5,2014
"325",3946,"S17855769","European Starling","Sturnus vulgaris","2014-04-12","08:45 AM",17,120,"US-MO",38.690995,-90.2349186,200,4,2014
"326",3947,"S17366458","European Starling","Sturnus vulgaris","2014-03-08","10:18 AM",4,10,"US-MO",38.6177423,-90.2783489,8,3,2014
"327",3948,"S16771971","European Starling","Sturnus vulgaris","2014-02-02","04:00 PM",2,30,"US-MO",38.5615895,-90.2653885,193,2,2014
"328",3949,"S17365487","European Starling","Sturnus vulgaris","2014-03-08","09:10 AM",40,20,"US-MO",38.614255,-90.2916527,84,3,2014
"329",3950,"S21502806","European Starling","Sturnus vulgaris","2015-01-23","08:30 AM",40,0,"US-MO",38.6290748,-90.2948284,51,1,2015
"330",3951,"S16826652","European Starling","Sturnus vulgaris","2014-02-07","08:45 AM",4,0,"US-MO",38.6286229,-90.302124,10,2,2014
"331",3952,"S17324171","European Starling","Sturnus vulgaris","2014-03-05","08:20 AM",5,50,"US-MO",38.6389068,-90.2853806,167,3,2014
"332",3953,"S17334391","European Starling","Sturnus vulgaris","2014-03-06","08:20 AM",17,55,"US-MO",38.6389068,-90.2853806,214,3,2014
"333",3954,"S17345055","European Starling","Sturnus vulgaris","2014-03-07","08:20 AM",41,55,"US-MO",38.6389068,-90.2853806,276,3,2014
"334",3955,"S17377851","European Starling","Sturnus vulgaris","2014-03-09","03:45 PM",6,80,"US-MO",38.6389068,-90.2853806,118,3,2014
"335",3956,"S17410868","European Starling","Sturnus vulgaris","2014-03-12","08:20 AM",74,45,"US-MO",38.6389068,-90.2853806,257,3,2014
"336",3957,"S17437862","European Starling","Sturnus vulgaris","2014-03-14","08:00 AM",23,60,"US-MO",38.6389068,-90.2853806,181,3,2014
"337",3958,"S17716042","European Starling","Sturnus vulgaris","2014-04-02","04:00 PM",31,40,"US-MO",38.6389068,-90.2853806,134,4,2014
"338",3959,"S17760108","European Starling","Sturnus vulgaris","2014-04-05","06:00 PM",5,30,"US-MO",38.6389068,-90.2853806,145,4,2014
"339",3960,"S17798169","European Starling","Sturnus vulgaris","2014-04-07","06:00 PM",6,45,"US-MO",38.6389068,-90.2853806,96,4,2014
"340",3961,"S17841108","European Starling","Sturnus vulgaris","2014-04-11","09:30 AM",6,60,"US-MO",38.6389068,-90.2853806,103,4,2014
"341",3962,"S17891506","European Starling","Sturnus vulgaris","2014-04-14","09:00 AM",8,90,"US-MO",38.6389068,-90.2853806,203,4,2014
"342",3963,"S17931688","European Starling","Sturnus vulgaris","2014-04-17","08:00 AM",40,120,"US-MO",38.6389068,-90.2853806,307,4,2014
"343",3964,"S17944532","European Starling","Sturnus vulgaris","2014-04-18","08:45 AM",4,10,"US-MO",38.6389068,-90.2853806,45,4,2014
"344",3965,"S18038666","European Starling","Sturnus vulgaris","2014-04-22","06:30 PM",4,75,"US-MO",38.6389068,-90.2853806,76,4,2014
"345",3966,"S18178852","European Starling","Sturnus vulgaris","2014-05-02","08:15 AM",9,60,"US-MO",38.6389068,-90.2853806,115,5,2014
"346",3967,"S18284435","European Starling","Sturnus vulgaris","2014-05-08","08:20 AM",12,90,"US-MO",38.6389068,-90.2853806,130,5,2014
"347",3968,"S18767759","European Starling","Sturnus vulgaris","2014-06-12","08:30 AM",16,60,"US-MO",38.6389068,-90.2853806,77,6,2014
"348",3969,"S19781842","European Starling","Sturnus vulgaris","2014-09-09","08:30 AM",2,45,"US-MO",38.6389068,-90.2853806,74,9,2014
"349",3970,"S20047706","European Starling","Sturnus vulgaris","2014-10-06","08:45 AM",8,60,"US-MO",38.6389068,-90.2853806,105,10,2014
"350",3971,"S20893308","European Starling","Sturnus vulgaris","2014-12-13","10:30 AM",8,120,"US-MO",38.6389068,-90.2853806,144,12,2014
"351",3972,"S20987277","European Starling","Sturnus vulgaris","2014-12-22","09:30 AM",25,60,"US-MO",38.6389068,-90.2853806,177,12,2014
"352",3973,"S21095947","European Starling","Sturnus vulgaris","2014-12-31","08:00 AM",15,120,"US-MO",38.6389068,-90.2853806,322,12,2014
"353",3974,"S21378003","European Starling","Sturnus vulgaris","2015-01-16","04:45 PM",25,15,"US-MO",38.6389068,-90.2853806,59,1,2015
"354",3975,"S21419958","European Starling","Sturnus vulgaris","2015-01-19","08:30 AM",4,0,"US-MO",38.6389068,-90.2853806,25,1,2015
"355",3976,"S21499852","European Starling","Sturnus vulgaris","2015-01-22","10:30 AM",35,30,"US-MO",38.6389068,-90.2853806,85,1,2015
"356",3977,"S23465605","European Starling","Sturnus vulgaris","2015-05-15","06:30 PM",12,30,"US-MO",38.6389068,-90.2853806,104,5,2015
"357",3978,"S24840940","European Starling","Sturnus vulgaris","2015-08-30","07:00 AM",2,60,"US-MO",38.6389068,-90.2853806,51,8,2015
"358",3979,"S29265867","European Starling","Sturnus vulgaris","2016-04-27","08:00 AM",2,45,"US-MO",38.6389068,-90.2853806,87,4,2016
"359",3980,"S31926545","European Starling","Sturnus vulgaris","2016-10-06","12:00 PM",20,60,"US-MO",38.6389068,-90.2853806,82,10,2016
"360",3981,"S33616660","European Starling","Sturnus vulgaris","2017-01-12","07:00 AM",25,90,"US-MO",38.6389068,-90.2853806,272,1,2017
"361",3982,"S33780633","European Starling","Sturnus vulgaris","2017-01-19","07:01 AM",3,56,"US-MO",38.6389068,-90.2853806,240,1,2017
"362",3983,"S33809874","European Starling","Sturnus vulgaris","2017-01-20","04:26 PM",18,59,"US-MO",38.6389068,-90.2853806,188,1,2017
"363",3984,"S35533959","European Starling","Sturnus vulgaris","2017-03-30","07:05 AM",35,100,"US-MO",38.6389068,-90.2853806,283,3,2017
"364",3985,"S35654197","European Starling","Sturnus vulgaris","2017-04-02","06:46 PM",5,37,"US-MO",38.6389068,-90.2853806,36,4,2017
"365",3986,"S35698031","European Starling","Sturnus vulgaris","2017-04-04","07:00 AM",25,127,"US-MO",38.6389068,-90.2853806,369,4,2017
"366",3987,"S35811314","European Starling","Sturnus vulgaris","2017-04-09","07:47 AM",2,74,"US-MO",38.6389068,-90.2853806,51,4,2017
"367",3988,"S35918417","European Starling","Sturnus vulgaris","2017-04-13","06:59 AM",30,109,"US-MO",38.6389068,-90.2853806,247,4,2017
"368",3989,"S36118134","European Starling","Sturnus vulgaris","2017-04-20","07:00 AM",20,98,"US-MO",38.6389068,-90.2853806,237,4,2017
"369",3990,"S36198905","European Starling","Sturnus vulgaris","2017-04-23","08:13 AM",2,173,"US-MO",38.6389068,-90.2853806,137,4,2017
"370",3991,"S36305628","European Starling","Sturnus vulgaris","2017-04-27","06:56 AM",25,121,"US-MO",38.6389068,-90.2853806,260,4,2017
"371",3992,"S36840525","European Starling","Sturnus vulgaris","2017-05-13","06:00 PM",5,45,"US-MO",38.6389068,-90.2853806,114,5,2017
"372",3993,"S36956314","European Starling","Sturnus vulgaris","2017-05-18","07:04 AM",9,126,"US-MO",38.6389068,-90.2853806,140,5,2017
"373",3994,"S37297406","European Starling","Sturnus vulgaris","2017-05-31","06:29 PM",7,61,"US-MO",38.6389068,-90.2853806,70,5,2017
"374",3995,"S37374545","European Starling","Sturnus vulgaris","2017-06-04","07:53 AM",12,118,"US-MO",38.6389068,-90.2853806,108,6,2017
"375",3996,"S38541052","European Starling","Sturnus vulgaris","2017-08-08","07:05 AM",40,85,"US-MO",38.6389068,-90.2853806,281,8,2017
"376",3997,"S40682155","European Starling","Sturnus vulgaris","2017-11-23","09:58 AM",12,134,"US-MO",38.6389068,-90.2853806,71,11,2017
"377",3998,"S45158368","European Starling","Sturnus vulgaris","2018-05-01","06:23 PM",5,86,"US-MO",38.6389068,-90.2853806,67,5,2018
"378",3999,"S45233334","European Starling","Sturnus vulgaris","2018-05-03","01:54 PM",2,55,"US-MO",38.6389068,-90.2853806,55,5,2018
"379",4000,"S49551085","European Starling","Sturnus vulgaris","2018-10-25","01:30 PM",8,70,"US-MO",38.6389068,-90.2853806,63,10,2018
"380",4001,"S89689436","European Starling","Sturnus vulgaris","2021-06-05","05:55 PM",5,85,"US-MO",38.6383932,-90.267979,56,6,2021
"381",4002,"S89715685","European Starling","Sturnus vulgaris","2021-06-06","08:01 AM",6,74,"US-MO",38.6389068,-90.2853806,57,6,2021
"382",4003,"S17750325","European Starling","Sturnus vulgaris","2014-04-05","07:45 AM",4,120,"US-MO",38.636316,-90.296545,126,4,2014
"383",4004,"S19755048","European Starling","Sturnus vulgaris","2014-09-06","05:00 PM",6,60,"US-MO",38.636316,-90.296545,84,9,2014
"384",4005,"S19761146","European Starling","Sturnus vulgaris","2014-09-07","08:30 AM",6,180,"US-MO",38.636316,-90.296545,105,9,2014
"385",4006,"S43574572","European Starling","Sturnus vulgaris","2018-03-11","06:08 PM",6,64,"US-MO",38.636316,-90.296545,107,3,2018
"386",4007,"S17559350","European Starling","Sturnus vulgaris","2014-03-22","06:20 PM",4,40,"US-MO",38.6217659,-90.3034544,45,3,2014
"387",4008,"S17451952","European Starling","Sturnus vulgaris","2014-03-15","03:45 PM",1,80,"US-MO",38.6129807,-90.2593803,112,3,2014
"388",4009,"S17575595","European Starling","Sturnus vulgaris","2014-03-23","03:30 PM",4,90,"US-MO",38.6129807,-90.2593803,123,3,2014
"389",4010,"S27224092","European Starling","Sturnus vulgaris","2016-01-30","01:00 PM",12,90,"US-MO",38.6129807,-90.2593803,71,1,2016
"390",4011,"S37507879","European Starling","Sturnus vulgaris","2017-06-10","08:50 AM",4,90,"US-MO",38.6129807,-90.2593803,56,6,2017
"391",4012,"S41266689","European Starling","Sturnus vulgaris","2017-12-23","08:41 AM",2,80,"US-MO",38.6129807,-90.2593803,58,12,2017
